WigleWifi-1.4,appRelease=2.26,model=SM-G930F,release=7.0,device=herolte,display=NRD90M.G930FXXU1DQHC,board=universal8890,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
c4:04:15:0f:75:b6,super-WIFI_2.4,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:48:59,1,-89,32.10153597239154,35.20549647129841,683.3881654407485,4,WIFI
30:b5:c2:b8:40:36,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:48:59,13,-94,32.10153597239154,35.20549647129841,683.3881654407485,4,WIFI
14:ae:db:38:a6:7d,Roman,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:01,1,-80,32.10153355155429,35.20549372736192,683.4301538580099,4,WIFI
74:da:38:14:47:f3,Achiatheking_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:05,6,-88,32.10152057376476,35.205497558199966,683.5115229350151,4,WIFI
06:ae:db:38:a6:7d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:16,1,-76,32.1014577064411,35.2055011342708,683.7030900656587,6,WIFI
40:a5:ef:8a:9f:2a,5WWG,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:16,149,-91,32.1014577064411,35.2055011342708,683.7030900656587,6,WIFI
14:ae:db:38:a6:7d,Roman,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:18,1,-72,32.101451992663435,35.20549852938227,683.7316648223629,6,WIFI
06:ae:db:38:a6:7d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:22,1,-65,32.10143593697896,35.20548458588702,683.776932781806,6,WIFI
40:a5:ef:8a:9f:31,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:27,149,-87,32.10140047528331,35.20549980201792,683.8379839183351,6,WIFI
40:a5:ef:8a:9f:2b,Google,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:27,149,-87,32.10140047528331,35.20549980201792,683.8379839183351,6,WIFI
40:a5:ef:8a:9f:31,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:29,149,-82,32.10138885835814,35.205497375699764,683.8665880846825,6,WIFI
10:5a:f7:00:d9:05,Raul_2.4,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:31,1,-94,32.10136598786264,35.205490370325144,683.8937138774048,6,WIFI
e4:6f:13:71:02:fe,binsh,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:33,7,-82,32.10136501324528,35.20549184171663,683.9196001042882,6,WIFI
14:ae:db:c1:13:25,Oded,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:33,6,-95,32.10136501324528,35.20549184171663,683.9196001042882,6,WIFI
62:b0:ce:a9:7b:d1,Bezeq Free DA149C,[ESS][BLE],2017-11-06 18:49:35,11,-88,32.101345266764326,35.20549628410805,683.9451512078888,6,WIFI
10:5a:f7:00:d9:05,Raul_2.4,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:35,1,-85,32.101345266764326,35.20549628410805,683.9451512078888,6,WIFI
c4:12:f5:3f:d1:75,natasha,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:35,1,-93,32.101345266764326,35.20549628410805,683.9451512078888,6,WIFI
14:ae:db:a1:a2:5d,BEZEQINT-A259,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:49:35,11,-95,32.101345266764326,35.20549628410805,683.9451512078888,6,WIFI
40:a5:ef:8a:9f:2a,5WWG,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:38,149,-85,32.10133256536857,35.20549547356359,683.9831573363913,6,WIFI
20:0c:c8:0e:a8:1a,Alex 2.4,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:49:38,11,-92,32.10133256536857,35.20549547356359,683.9831573363913,6,WIFI
00:21:04:4c:2a:a2,Yan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:49:38,6,-95,32.10133256536857,35.20549547356359,683.9831573363913,6,WIFI
40:a5:ef:8a:9f:2a,5WWG,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:40,149,-80,32.10132205265663,35.205501103999666,684.0051368224084,4,WIFI
b0:fa:eb:fe:35:22,rv220,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:40,11,-94,32.10132205265663,35.205501103999666,684.0051368224084,4,WIFI
a0:4f:d4:3b:25:41,michael,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:40,11,-95,32.10132205265663,35.205501103999666,684.0051368224084,4,WIFI
00:8c:54:8e:6c:01,karten,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:42,6,-92,32.101321974770784,35.20550680125225,684.0242448867003,4,WIFI
40:a5:ef:8a:9f:2a,5WWG,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:44,149,-73,32.10131054390515,35.20551175479421,684.0343791645,4,WIFI
14:ae:db:c1:13:25,Oded,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:44,6,-89,32.10131054390515,35.20551175479421,684.0343791645,4,WIFI
40:a5:ef:8a:9f:2b,Google,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:44,149,-76,32.10131054390515,35.20551175479421,684.0343791645,4,WIFI
a0:4f:d4:3c:5a:31,mayareutgili,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:44,11,-85,32.10131054390515,35.20551175479421,684.0343791645,4,WIFI
f8:e9:03:10:8a:2d,elie02.02,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:44,11,-92,32.10131054390515,35.20551175479421,684.0343791645,4,WIFI
14:ae:db:43:65:b5,Marco-53,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:49:44,6,-95,32.10131054390515,35.20551175479421,684.0343791645,4,WIFI
72:fc:af:91:25:42,Bezeq Free MA028E,[ESS][BLE],2017-11-06 18:49:44,1,-93,32.10131054390515,35.20551175479421,684.0343791645,4,WIFI
14:ae:db:43:65:b5,Marco-53,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:49:46,6,-90,32.101301261825995,35.20550685664791,684.0532713642028,4,WIFI
c4:12:f5:3f:d1:75,natasha,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:46,1,-85,32.101301261825995,35.20550685664791,684.0532713642028,4,WIFI
e8:fc:af:8b:d5:c8,Garfinkel,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:48,11,-85,32.101291966651075,35.20550657961762,684.0711785822109,4,WIFI
00:90:8f:81:61:c4,orange-home,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:48,2,-90,32.101291966651075,35.20550657961762,684.0711785822109,4,WIFI
5a:be:f5:3d:f9:df,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:48,2,-92,32.101291966651075,35.20550657961762,684.0711785822109,4,WIFI
10:be:f5:3d:f9:de,Saraa,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:48,2,-92,32.101291966651075,35.20550657961762,684.0711785822109,4,WIFI
d4:d1:84:ff:e6:91,or123,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:48,1,-91,32.101291966651075,35.20550657961762,684.0711785822109,4,WIFI
a0:4f:d4:2b:a7:81,Asis_2.4,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:48,1,-92,32.101291966651075,35.20550657961762,684.0711785822109,4,WIFI
00:21:04:4c:2a:a2,Yan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:49:51,6,-87,32.10127425247393,35.205513237568134,684.0957741060176,4,WIFI
a0:4f:d4:3b:25:41,michael,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:51,11,-88,32.10127425247393,35.205513237568134,684.0957741060176,4,WIFI
00:e0:20:8f:10:1b,i-Repeater,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:49:51,1,-90,32.10127425247393,35.205513237568134,684.0957741060176,4,WIFI
40:a5:ef:8a:9f:31,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:53,149,-76,32.101248519005345,35.20551187556784,684.1099401234679,4,WIFI
5a:be:f5:3d:f9:df,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:53,2,-85,32.101248519005345,35.20551187556784,684.1099401234679,4,WIFI
10:be:f5:3d:f9:de,Saraa,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:53,2,-87,32.101248519005345,35.20551187556784,684.1099401234679,4,WIFI
14:ae:db:a4:c5:dd,cheli_5,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:53,48,-92,32.101248519005345,35.20551187556784,684.1099401234679,4,WIFI
18:d6:c7:f5:05:ac,MB_EXT2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-06 18:49:53,1,-90,32.101248519005345,35.20551187556784,684.1099401234679,4,WIFI
c8:be:19:09:bb:99,Panka,[WPA2-PSK-CCMP][ESS],2017-11-06 18:49:53,6,-93,32.101248519005345,35.20551187556784,684.1099401234679,4,WIFI
7c:b7:33:2c:d8:e7,AlexLovesIra,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-06 18:49:53,6,-97,32.101248519005345,35.20551187556784,684.1099401234679,4,WIFI
14:ae:db:a1:a2:5d,BEZEQINT-A259,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:49:55,11,-90,32.10122920280196,35.205515799348554,684.1240037558249,4,WIFI
62:45:b1:ca:82:dc,,[WEP][ESS],2017-11-06 18:49:55,40,-93,32.10122920280196,35.205515799348554,684.1240037558249,4,WIFI
00:90:8f:81:61:c4,orange-home,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:57,2,-84,32.1011983662214,35.20551569803749,684.1394820477674,4,WIFI
10:5a:f7:00:d9:06,Raul_5,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:49:57,52,-89,32.1011983662214,35.20551569803749,684.1394820477674,4,WIFI
d0:0e:d9:13:ff:83,natan_2GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:49:57,11,-84,32.1011983662214,35.20551569803749,684.1394820477674,4,WIFI
e8:d1:1b:72:68:80,dira7,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-06 18:49:57,1,-89,32.1011983662214,35.20551569803749,684.1394820477674,4,WIFI
7c:03:4c:bb:19:6f,Hot,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:49:59,13,-91,32.10117246364689,35.20552026413995,684.1583772284464,4,WIFI
62:b0:ce:a9:7b:d1,Bezeq Free DA149C,[ESS][BLE],2017-11-06 18:49:59,11,-82,32.10117246364689,35.20552026413995,684.1583772284464,4,WIFI
10:5a:f7:00:d9:05,Raul_2.4,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:50:02,1,-79,32.10115154049844,35.2055219346282,684.1856214674954,4,WIFI
74:ea:3a:df:d0:3a,Rozenfeld-Home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:50:02,1,-89,32.10115154049844,35.2055219346282,684.1856214674954,4,WIFI
02:1a:11:fd:97:4b,Huawei p10 Yan,[WPA2-PSK-CCMP][ESS],2017-11-06 18:50:08,1,-93,32.10108229383518,35.205524615819016,684.2474397896071,4,WIFI
14:ae:db:42:c4:6d,bella,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:50:11,6,-96,32.10105232987856,35.20552621430177,684.2935433223428,4,WIFI
a0:f3:c1:c6:00:08,alqemah 1,[ESS],2017-11-06 18:50:11,6,-95,32.10105232987856,35.20552621430177,684.2935433223428,4,WIFI
a0:4f:d4:2b:a7:81,Asis_2.4,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:50:19,1,-87,32.10101511100806,35.20550924202793,684.4614344475925,4,WIFI
a0:4f:d4:3f:97:d1,Enternt1,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:50:19,11,-92,32.10101511100806,35.20550924202793,684.4614344475925,4,WIFI
d0:0e:d9:13:ff:82,natan_5GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:50:44,36,-91,32.10088872355287,35.205506918573825,684.8948508581773,6,WIFI
10:5a:f7:00:d9:06,Raul_5,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:50:49,52,-83,32.100856727912195,35.20549782222547,684.9787442553983,6,WIFI
20:0c:c8:0e:a8:1a,Alex 2.4,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:50:51,11,-86,32.10086004986736,35.20550329508733,685.0127543606387,6,WIFI
c0:ac:54:f5:6f:63,galit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:50:51,11,-98,32.10086004986736,35.20550329508733,685.0127543606387,6,WIFI
14:ae:db:58:f0:6d,Home,[WPA2-PSK-CCMP][ESS],2017-11-06 18:50:53,1,-93,32.10086469136412,35.20550409726931,685.0487081244837,6,WIFI
c0:ac:54:f5:6f:63,galit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:50:56,11,-93,32.100831825587086,35.2055011492765,685.1041065563738,6,WIFI
42503_6791_2105346,Pelephone,UNKNOWN;il,2017-11-06 18:50:58,0,-91,32.100800173713324,35.20550834516851,685.1391300944111,6,GSM
10:5a:f7:00:d9:05,Raul_2.4,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:00,1,-74,32.10079138373561,35.20550833337013,685.1727309138982,8,WIFI
20:0c:c8:0e:a8:1b,Alex 5,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:02,60,-89,32.10079252381212,35.20550410729512,685.2059015782614,8,WIFI
6c:b0:ce:a9:7b:d0,OR,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:05,11,-85,32.100779337743255,35.20548678164764,685.2553502857521,6,WIFI
7c:b7:33:be:75:df,Mor1995,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-06 18:51:05,1,-95,32.100779337743255,35.20548678164764,685.2553502857521,6,WIFI
14:ae:db:c1:13:25,Oded,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:16,6,-79,32.10070633579352,35.205457114258714,685.3934738403753,6,WIFI
14:ae:db:58:f0:6d,Home,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:18,1,-86,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
40:a5:ef:8a:a4:23,Google,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:51:18,40,-92,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
40:a5:ef:8a:a4:29,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:18,40,-93,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
40:a5:ef:8a:a4:22,5WWG,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:51:18,40,-94,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
f4:f2:6d:89:2d:a0,Konoplov,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:51:18,1,-92,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
10:be:f5:3c:47:06,dana,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:18,11,-93,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
f8:e9:03:10:0f:f0,Elroi,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:18,1,-94,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
70:62:b8:c6:d4:a0,dlink,[ESS],2017-11-06 18:51:18,4,-95,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
5a:e9:03:10:0f:f3,wl0_Guest3,[ESS][BLE],2017-11-06 18:51:18,1,-91,32.100705210319454,35.20545587469953,685.4052604526091,6,WIFI
40:a5:ef:8a:a4:29,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:20,40,-86,32.100697600430955,35.20545942156624,685.4246908828277,6,WIFI
40:a5:ef:8a:a4:22,5WWG,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:51:20,40,-89,32.100697600430955,35.20545942156624,685.4246908828277,6,WIFI
3c:52:82:a2:08:cd,DIRECT-CC-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-06 18:51:20,6,-91,32.100697600430955,35.20545942156624,685.4246908828277,6,WIFI
6c:b0:ce:a9:7b:d1,OR_5,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:22,60,-91,32.10068201258528,35.205468730202355,685.4431537902448,6,WIFI
c8:be:19:08:9b:21,Matvey_2.4,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:22,6,-92,32.10068201258528,35.205468730202355,685.4431537902448,6,WIFI
00:23:cd:17:19:00,la familya,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:51:25,3,-93,32.10066125602584,35.20547146668813,685.46886723274,8,WIFI
b0:41:1d:25:92:9b,AEH-W4A1-b0411d25929b,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:25,6,-93,32.10066125602584,35.20547146668813,685.46886723274,8,WIFI
14:ae:db:c0:4f:25,noa,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:25,1,-93,32.10066125602584,35.20547146668813,685.46886723274,8,WIFI
94:57:a5:4d:73:54,DIRECT-7F-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-06 18:51:27,6,-91,32.10065874645739,35.20547663941834,685.4739562395163,8,WIFI
14:ae:db:3c:df:62,sweethome,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:27,2,-95,32.10065874645739,35.20547663941834,685.4739562395163,8,WIFI
14:af:db:3c:df:62,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:27,2,-95,32.10065874645739,35.20547663941834,685.4739562395163,8,WIFI
70:62:b8:c6:d4:a0,dlink,[ESS],2017-11-06 18:51:29,4,-89,32.100654823118546,35.20547395905148,685.4669528524921,8,WIFI
14:ae:db:c0:4f:25,noa,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:29,1,-87,32.100654823118546,35.20547395905148,685.4669528524921,8,WIFI
94:57:a5:4d:73:54,DIRECT-7F-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-06 18:51:29,6,-86,32.100654823118546,35.20547395905148,685.4669528524921,8,WIFI
e8:fc:af:92:9c:de,Dave.da.man_2.4,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:29,1,-88,32.100654823118546,35.20547395905148,685.4669528524921,8,WIFI
5a:fc:af:92:9c:df,Bezeq Free,[ESS][BLE],2017-11-06 18:51:29,1,-90,32.100654823118546,35.20547395905148,685.4669528524921,8,WIFI
c8:be:19:08:9b:21,Matvey_2.4,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:31,6,-80,32.10065506397035,35.20547001901337,685.4517916471304,6,WIFI
e8:fc:af:92:9c:df,Dolson_5,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:31,60,-89,32.10065506397035,35.20547001901337,685.4517916471304,6,WIFI
14:ae:db:c0:4f:25,noa,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:34,1,-81,32.10065769046153,35.20542161921344,685.4296339729906,6,WIFI
fc:75:16:52:f2:3c,lvad1959,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:34,7,-93,32.10065769046153,35.20542161921344,685.4296339729906,6,WIFI
e8:d1:1b:73:6d:86,HOTBOX-6D80,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-06 18:51:36,11,-92,32.100668052512326,35.20538706775039,685.4176177356576,6,WIFI
94:57:a5:4d:73:54,DIRECT-7F-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-06 18:51:38,6,-75,32.10066695894732,35.2053643429931,685.4043579086295,6,WIFI
10:5a:f7:07:f9:32,lior,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:38,1,-89,32.10066695894732,35.2053643429931,685.4043579086295,6,WIFI
90:8d:78:55:25:e9,David_home,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:40,1,-92,32.10066926791599,35.205352013338135,685.393397011578,6,WIFI
52:8d:78:55:25:ea,David_guest,[ESS][BLE],2017-11-06 18:51:40,1,-93,32.10066926791599,35.205352013338135,685.393397011578,6,WIFI
e8:fc:af:91:25:42,ManchesterFans_5,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:43,60,-81,32.100684054770795,35.20530613877025,685.3810302523352,6,WIFI
e8:fc:af:91:25:41,ManchesterFans,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:43,1,-90,32.100684054770795,35.20530613877025,685.3810302523352,6,WIFI
cc:b2:55:e9:8a:a2,one 10000,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:43,6,-95,32.100684054770795,35.20530613877025,685.3810302523352,6,WIFI
84:26:15:eb:e3:c3,Segev,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:43,6,-91,32.100684054770795,35.20530613877025,685.3810302523352,6,WIFI
f4:f2:6d:5e:99:d6,sosenko,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:51:43,6,-95,32.100684054770795,35.20530613877025,685.3810302523352,6,WIFI
e8:fc:af:91:25:41,ManchesterFans,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:45,1,-82,32.1006876516242,35.205280224440564,685.3749170398254,6,WIFI
72:fc:af:91:25:42,Bezeq Free MA028E,[ESS][BLE],2017-11-06 18:51:45,1,-83,32.1006876516242,35.205280224440564,685.3749170398254,6,WIFI
d0:0e:d9:5e:d8:e9,Home1,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:45,3,-93,32.1006876516242,35.205280224440564,685.3749170398254,6,WIFI
d0:0f:d9:5e:d8:ea,WLAN_Guest1,[ESS],2017-11-06 18:51:45,3,-93,32.1006876516242,35.205280224440564,685.3749170398254,6,WIFI
d0:0f:d9:5e:d8:e8,WLAN_Guest3,[ESS],2017-11-06 18:51:45,3,-94,32.1006876516242,35.205280224440564,685.3749170398254,6,WIFI
d0:0f:d9:5e:d8:eb,WLAN_Guest2,[ESS],2017-11-06 18:51:45,3,-94,32.1006876516242,35.205280224440564,685.3749170398254,6,WIFI
e8:fc:af:92:9c:de,Dave.da.man_2.4,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:47,1,-80,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
5a:fc:af:92:9c:df,Bezeq Free,[ESS][BLE],2017-11-06 18:51:47,1,-81,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
e8:fc:af:91:25:41,ManchesterFans,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:51:47,1,-71,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
cc:b2:55:e9:8a:a2,one 10000,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:47,6,-86,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
f4:f2:6d:5e:99:d6,sosenko,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:51:47,6,-89,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
72:fc:af:91:25:42,Bezeq Free MA028E,[ESS][BLE],2017-11-06 18:51:47,1,-71,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
06:ae:db:c1:d7:b5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:47,11,-86,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
14:ae:db:c1:d7:b5,DorOmer,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:47,11,-87,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
10:be:f5:3c:47:06,dana,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:47,11,-88,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
d0:0e:d9:5e:bf:67,Davis15,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-06 18:51:47,9,-94,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
14:ae:db:3c:df:62,sweethome,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:47,2,-90,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
14:ae:db:c9:60:b5,Abravo,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:47,6,-92,32.100687590374164,35.205253768005264,685.3664792835917,6,WIFI
70:62:b8:c6:d4:a0,dlink,[ESS],2017-11-06 18:51:49,4,-83,32.100687978102265,35.20521270341553,685.3551760314524,6,WIFI
14:af:db:3c:df:62,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:49,2,-89,32.100687978102265,35.20521270341553,685.3551760314524,6,WIFI
7c:b7:33:2c:d8:e7,AlexLovesIra,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-06 18:51:49,6,-86,32.100687978102265,35.20521270341553,685.3551760314524,6,WIFI
c4:12:f5:f5:43:e4,mengo,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:49,10,-94,32.100687978102265,35.20521270341553,685.3551760314524,6,WIFI
06:ae:db:47:fa:95,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-06 18:51:49,11,-91,32.100687978102265,35.20521270341553,685.3551760314524,6,WIFI
14:ae:db:56:b7:15,Yurehan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:51:49,11,-92,32.100687978102265,35.20521270341553,685.3551760314524,6,WIFI
42503_6791_2099202,Pelephone,UNKNOWN;il,2017-11-06 18:51:49,0,-109,32.100687978102265,35.20521270341553,685.3551760314524,6,GSM
70:62:b8:c6:d4:a0,dlink,[ESS],2017-11-06 18:51:51,4,-78,32.10068950090966,35.205180543793155,685.340509962504,4,WIFI
f4:f2:6d:5e:99:d6,sosenko,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:51:51,6,-75,32.10068950090966,35.205180543793155,685.340509962504,4,WIFI
f4:f2:6d:89:2d:a0,Konoplov,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:51:51,1,-85,32.10068950090966,35.205180543793155,685.340509962504,4,WIFI
00:90:8f:7e:02:cc,Grisha,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:51,11,-89,32.10068950090966,35.205180543793155,685.340509962504,4,WIFI
a0:ab:1b:5e:ac:66,wolicki,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:51,1,-93,32.10068950090966,35.205180543793155,685.340509962504,4,WIFI
10:be:f5:3b:8e:9c,Bezush777,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:51:54,3,-92,32.100690515139476,35.20514153238567,685.3197092860026,4,WIFI
